"Judul","Title_URL","Update","Agen","Jenis_Rumah","Lokasi","KT","KM","Garasi","LT","LB","KPR_bulanan","Harga","Harga_New","Juta"
"Rumah Cluster Posisi Hook Dekat Binus Puri Mediterania Semarang","https://www.rumah123.com/properti/semarang/hos15786524/","Diperbarui 2 bulan yang lalu oleh","Davina DC","Rumah","Semarang Barat, Semarang","5","2","4","290","290","12","3.3","3.3",""
"Rumah Semarang siap HUNI Lokasi STRATEGIS Harga EKONOMIS","https://www.rumah123.com/properti/semarang/hos15040742/","Diperbarui 3 bulan yang lalu oleh","Ichsan Novandra","Rumah","Semarang Tengah, Semarang","4","3","2","136","172","8","2.38","2.38",""
"Jual rumah murah daerah  permata puri ngaliyan","https://www.rumah123.com/properti/semarang/hos15785924/","Diperbarui 3 bulan yang lalu oleh","Jing Jing","Rumah","Ngaliyan, Semarang","2","1","1","72","65","2","550","0.55",""
"Dijual Rumah Dekat Dengan Berbagai Fasum Di Jl.permatacempaka Semarang","https://www.rumah123.com/properti/semarang/hos15785840/","Diperbarui 3 bulan yang lalu oleh","Fang Fang","Rumah","Semarang Utara, Semarang","2","2","1","144","100","2","800","0.8",""
"Promo Rumah Baru Banyumanik. Dekat Kantor BPK Banyumanik.","https://www.rumah123.com/properti/semarang/hos15785718/","Diperbarui 3 bulan yang lalu oleh","Faskha Harizki","Rumah","Banyumanik, Semarang","3","2","2","66","72","1","530","0.53",""
"Rumah ready siap huni cluster di Tlogomulyo pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos15785641/","Diperbarui 3 bulan yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","2","1","1","91","90","2","550","0.55",""
"(Full Furnished) Rumah Ivy Park Citraland BSB City","https://www.rumah123.com/properti/semarang/hos15785347/","Diperbarui 3 bulan yang lalu oleh","Alexander Handy","Rumah","Mijen, Semarang","4","3","1","200","150","13","3.5","3.5",""
"Rumah Bekas Murah Di Tengah Kota Semarang","https://www.rumah123.com/properti/semarang/hos15785346/","Diperbarui 3 bulan yang lalu oleh","tanjung maryani","Rumah","Semarang Tengah, Semarang","2","1","1","84","70","2","600","0.6",""
"Rumah mewah siap bangun di Turangga  pedurungan semarang SHM Baru","https://www.rumah123.com/properti/semarang/hos15785292/","Diperbarui 3 bulan yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","2","1","1","100","42","2","628","0.628",""
"Rumah bagus cluster Banyumanik dekat Rumah sakit Banyumanik","https://www.rumah123.com/properti/semarang/hos15383811/","Diperbarui 3 bulan yang lalu oleh","Yusi  ardiyani","Rumah","Banyumanik, Semarang","2","1","1","81","40","1","511","0.511",""
"RUMAH MURAH PEDURUNGAN Gasem Woltermonginsidi Pedurungan","https://www.rumah123.com/properti/semarang/hos15783777/","Diperbarui 3 bulan yang lalu oleh","Rachman","Rumah","Pedurungan, Semarang","3","2","1","158","176","2","575","0.575",""
"RUMAH LINGKUNGAN MEWAH Tamansari Majapahit Cluster","https://www.rumah123.com/properti/semarang/hos15783703/","Diperbarui 3 bulan yang lalu oleh","Rachman","Rumah","Pedurungan, Semarang","4","2","1","150","121","3","950","0.95",""
"RUMAH MEWAH BANYUMANIK Grafika Tembalang Dekat UNDIP","https://www.rumah123.com/properti/semarang/hos15783340/","Diperbarui 3 bulan yang lalu oleh","Rachman","Rumah","Banyumanik, Semarang","3","2","2","130","100","5","1.37","1.37",""
"Rumah Mewah Dua Lantai Di Pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos15783318/","Diperbarui 3 bulan yang lalu oleh","tanjung maryani","Rumah","Pedurungan, Semarang","4","3","2","346","450","11","3.2","3.2",""
"Rumah mewah 2 Lantai di Zebra raya pedurungan  semarang SHM Baru","https://www.rumah123.com/properti/semarang/hos15783172/","Diperbarui 3 bulan yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","3","2","2","72","72","2","643","0.643",""
"Dijual Rumah Full Furnish Luas Semarang Barat Sawojajar Kroboan","https://www.rumah123.com/properti/semarang/hos15782467/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Semarang Barat, Semarang","4","3","","298","262","13","3.5","3.5",""
"Dijual Rumah Dengan Harga Spesial di Semarang Indah","https://www.rumah123.com/properti/semarang/hos15781802/","Diperbarui 3 bulan yang lalu oleh","Vonny Muriyanto","Rumah","Semarang Barat, Semarang","2","2","2","300","250","6","1.75","1.75",""
"Rumah Siap Huni di Wonosari Raya","https://www.rumah123.com/properti/semarang/hos15781782/","Diperbarui 3 bulan yang lalu oleh","Kevin Adi Dharmawan","Rumah","Gunung Pati, Semarang","4","2","","430","350","10","2.75","2.75",""
"Dijual Rumah Mewah Di Kalicari Pedurungan","https://www.rumah123.com/properti/semarang/hos15781668/","Diperbarui 3 bulan yang lalu oleh","Muchamad Khusain Abdillah","Rumah","Pedurungan, Semarang","5","5","1","150","300","9","2.5","2.5",""
"Dijual Rumah Hitung Tanah Taman Hasanudin Semarang","https://www.rumah123.com/properti/semarang/hos15781544/","Diperbarui 3 bulan yang lalu oleh","Era  Bdg Anjasmoro","Rumah","Semarang Utara, Semarang","4","3","2","500","300","9","2.5","2.5",""
"Rumah Bagus di Graha Taman Pelangi","https://www.rumah123.com/properti/semarang/hos15781480/","Diperbarui 3 bulan yang lalu oleh","Kevin Adi Dharmawan","Rumah","Mijen, Semarang","4","3","2","160","250","8","2.2","2.2",""
"Rumah 2lt di Perumahan Ganesha, Pedurungan LB 80 LT 100","https://www.rumah123.com/properti/semarang/hos15781017/","Diperbarui 2 bulan yang lalu oleh","Mas Dayat ""De Villa""","Rumah","Gayamsari, Semarang","3","2","3","100","80","3","833","0.833",""
"Rumah Hunian Nyaman, lingkungan Asri di Plamongan Elok","https://www.rumah123.com/properti/semarang/hos15780458/","Diperbarui 1 bulan yang lalu oleh","W. Melani Era Atlas","Rumah","Pedurungan, Semarang","4","3","3","140","300","7","2","2",""
"Promo 400jtan rumah murah di Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos15780427/","Diperbarui 3 bulan yang lalu oleh","Ami PLG","Rumah","Tembalang, Semarang","2","1","2","68","30","1","475","0.475",""
"Rumah Bagus di Graha Taman Pelangi","https://www.rumah123.com/properti/semarang/hos15780241/","Diperbarui 3 bulan yang lalu oleh","Kevin Adi Dharmawan","Rumah","Mijen, Semarang","2","2","1","160","140","6","1.7","1.7",""
"Rumah Kost di Bulusan Tembalang Full Penghuni Bagus","https://www.rumah123.com/properti/semarang/hos12306209/","Diperbarui 3 bulan yang lalu oleh","Herman Putra","Rumah","Tembalang, Semarang","17","17","1","250","275","10","2.69","2.69",""
"Rumah Bukit Indah Regency Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15778953/","Diperbarui 3 bulan yang lalu oleh","Lina","Rumah","Banyumanik, Semarang","5","3","2","169","235","7","1.9","1.9",""
"Cepat Rumah Di Jl.Trajutrisno, Krobokan, Semarang Barat","https://www.rumah123.com/properti/semarang/hos15778943/","Diperbarui 3 bulan yang lalu oleh","Lina","Rumah","Semarang Barat, Semarang","3","2","","164","105","7","1.9","1.9",""
"Dijual Rumah Hitungan Tanah Di  di Jl. Taman Hasanudin, Semarang Utara","https://www.rumah123.com/properti/semarang/hos15778868/","Diperbarui 3 bulan yang lalu oleh","Yusliana Dewi (Cien)","Rumah","Semarang Utara, Semarang","4","3","","500","300","9","2.5","2.5",""
"Dijual Rumah Hitungan Tanah di Jl. Taman Hasanudin, Semarang Utara","https://www.rumah123.com/properti/semarang/hos15778865/","Diperbarui 3 bulan yang lalu oleh","Yusliana Dewi","Rumah","Semarang Utara, Semarang","4","3","","500","300","9","2.5","2.5",""
"Rumah Murah Mewah Tengah Kota Semarang Fatmawati Unimus Kedungmundu","https://www.rumah123.com/properti/semarang/hos15778198/","Diperbarui 3 bulan yang lalu oleh","Kurniawan Wijaya","Rumah","Semarang Tengah, Semarang","4","2","","110","180","5","1.35","1.35",""
"Rumah Murah Mewah Tengah Kota Semarang Graha Wahid Kedungmundu Unimus","https://www.rumah123.com/properti/semarang/hos15778180/","Diperbarui 3 bulan yang lalu oleh","Kurniawan Wijaya","Rumah","Semarang Tengah, Semarang","3","2","2","135","175","4","1.25","1.25",""
"Rumah Mewah Bagus Full Furnished Tingkat 2 Lantai Siap Pakai di Perum Citragrand, Tembalang, Semarang","https://www.rumah123.com/properti/semarang/hos15778144/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Tembalang, Semarang","5","5","2","180","290","12","3.3","3.3",""
"Dijual Murah Rumah Bagus Tingkat 2 Lantai siap pakai di Perumahan Bsb Village, Mijen, Semarang","https://www.rumah123.com/properti/semarang/hos15778055/","Diperbarui 3 bulan yang lalu oleh","Yuliana Tan","Rumah","Mijen, Semarang","3","2","2","150","78","4","1.2","1.2",""
"Rumah Bagus di Perumahan Citragrand, Mangunharjo","https://www.rumah123.com/properti/semarang/hos15777980/","Diperbarui 3 bulan yang lalu oleh","Novie Deffasya","Rumah","Tembalang, Semarang","3","2","1","105","118","7","2","2",""
"RUMAH READY CANTIK DEKAT POM BENSIN PATEMON GUNUNG PATI  SEMARANG","https://www.rumah123.com/properti/semarang/hos15777733/","Diperbarui 3 bulan yang lalu oleh","Priyanti","Rumah","Gunung Pati, Semarang","3","2","1","119","80","2","585","0.585",""
"Rumah Bagus di Perumahan Puri Anjasmoro, Semarang","https://www.rumah123.com/properti/semarang/hos15777514/","Diperbarui 3 bulan yang lalu oleh","Novie Deffasya","Rumah","Semarang Barat, Semarang","4","2","2","348","325","10","2.85","2.85",""
"Rumah Mewah Ready Nusa Indah Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15777457/","Diperbarui 1 hari yang lalu oleh","Kusuma Properti","Rumah","Tembalang, Semarang","3","2","3","184","150","10","2.85","2.85",""
"Full Furnished Siap Huni Citragrand Alamanda Elang Raya Tembalang","https://www.rumah123.com/properti/semarang/hos15777393/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","6","4","","184","141","11","3","3",""
"Dijual Rumah 2 Lantai SHM Bukit Sari Tembalang","https://www.rumah123.com/properti/semarang/hos15777021/","Diperbarui 3 bulan yang lalu oleh","Baginda Revian","Rumah","Tembalang, Semarang","3","3","1","130","143","5","1.55","1.55",""
"Rumah dijual shm di kawasan kampus Unnes Gunungpati Semarang","https://www.rumah123.com/properti/semarang/hos15776539/","Diperbarui 3 bulan yang lalu oleh","Muhamad irkham","Rumah","Gunung Pati, Semarang","2","1","1","120","45","1","499","0.499",""
"Rumah baru free Biaya² & canopy. Jalan Gangin  semarang timr","https://www.rumah123.com/properti/semarang/hos15775284/","Diperbarui 3 bulan yang lalu oleh","Suwarno","Rumah","Semarang Timur, Semarang","3","2","1","110","60","1","475","0.475",""
"Rumah di Cluster Mega Bukit Mas Banyumanik SHM Hadap Utara","https://www.rumah123.com/properti/semarang/hos15773483/","Diperbarui 20 jam yang lalu oleh","Else Susilowaty","Rumah","Banyumanik, Semarang","3","2","","180","180","6","1.85","1.85",""
"Dijual Rumah Hitung Tanah di Karangtempel Semarang","https://www.rumah123.com/properti/semarang/hos15772602/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Semarang Tengah, Semarang","2","1","","360","110","14","4","4",""
"RUMAH SIAP HUNI NYAMAN SEJUK DAN TENANG DI WOLTER MONGINSIDI","https://www.rumah123.com/properti/semarang/hos15772911/","Diperbarui 2 minggu yang lalu oleh","HARYANTO (ZTGG)","Rumah","Pedurungan, Semarang","3","1","","78","38","2","650","0.65",""
"Rumah Hook Desain Elegan Dekat Bandara Puri Anjasmoro Semarang","https://www.rumah123.com/properti/semarang/hos15593606/","Diperbarui 1 bulan yang lalu oleh","Novy","Rumah","Semarang Barat, Semarang","3","3","1","240","225","16","4.5","4.5",""
"Rumah Siranda View Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos14713369/","Diperbarui 3 bulan yang lalu oleh","Meriyana","Rumah","Tembalang, Semarang","2","1","1","72","36","2","620","0.62",""
"Rumah Karangkojo Mataram Semarang Timur","https://www.rumah123.com/properti/semarang/hos14753738/","Diperbarui 3 bulan yang lalu oleh","Meriyana","Rumah","Semarang Timur, Semarang","3","2","2","149","210","5","1.45","1.45",""
"Dijual CEPAT Rumah di Graha Taman Bunga BSB Semarang","https://www.rumah123.com/properti/semarang/hos15772221/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Ngaliyan, Semarang","4","3","","128","200","4","1.29","1.29",""
"Rumah Bagus Siap Huni Jalan Karanglo Pedurungan","https://www.rumah123.com/properti/semarang/hos15771993/","Diperbarui 3 bulan yang lalu oleh","Ardi Fri Kayanto","Rumah","Pedurungan, Semarang","3","2","1","208","180","3","875","0.875",""
"Rumah di Taman Hasanudin","https://www.rumah123.com/properti/semarang/hos15771656/","Diperbarui 3 bulan yang lalu oleh","Diana","Rumah","Semarang Utara, Semarang","4","3","","500","300","9","2.5","2.5",""
"Jual Rumah Siap Pakai, Dan Nyaman Semarang Utara 3593","https://www.rumah123.com/properti/semarang/hos15771214/","Diperbarui 3 bulan yang lalu oleh","Anggraeni .","Rumah","Semarang Utara, Semarang","4","2","1","226","200","5","1.6","1.6",""
"Jual Rumah Siap Pakai, Dan Nyaman Semarang Utara 3593","https://www.rumah123.com/properti/semarang/hos15771155/","Diperbarui 3 bulan yang lalu oleh","Agus chandra santosa","Rumah","Semarang Utara, Semarang","4","2","1","226","200","5","1.6","1.6",""
"Rumah Baru Yang Mewah Dekat Dengan Tol Banyumanik View Pegunungan Udara Sejuk","https://www.rumah123.com/properti/semarang/hos15771095/","Diperbarui 3 bulan yang lalu oleh","Sedaya Digital Marketing","Rumah","Banyumanik, Semarang","2","1","","78","40","1","511","0.511",""
"Rumah  baru di Perumahan Bela Vista Regency","https://www.rumah123.com/properti/semarang/hos15770874/","Diperbarui 3 bulan yang lalu oleh","YUNI DEWI","Rumah","Ngaliyan, Semarang","2","1","","155","54","4","1.25","1.25",""
"Rumah Bagus Dan Strategis di Semarang Barat K8034","https://www.rumah123.com/properti/semarang/hos15770388/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Semarang Barat, Semarang","3","2","1","186","115","2","750","0.75",""
"Dijual Rumah di Perumahan Grand Tembalang Regency Semarang","https://www.rumah123.com/properti/semarang/hos15768694/","Diperbarui 3 bulan yang lalu oleh","Rinawati","Rumah","Tembalang, Semarang","3","1","1","104","80","3","850","0.85",""
"Rumah siap huni","https://www.rumah123.com/properti/semarang/hos15768438/","Diperbarui 3 bulan yang lalu oleh","Sulamit celliana Sherly","Rumah","Banyumanik, Semarang","3","2","2","290","200","9","2.5","2.5",""
"RUMAH SIAP HUNI AREA BUKIT BERINGIN UTARA NGALIYAN SEMARANG","https://www.rumah123.com/properti/semarang/hos15767666/","Diperbarui 3 bulan yang lalu oleh","ADEYO (TUYZ)","Rumah","Ngaliyan, Semarang","2","1","","210","130","5","1.5","1.5",""
"1 Unit Rumah Murah Terakhir di Mijen Kota Semarang","https://www.rumah123.com/properti/semarang/hos15767291/","Diperbarui 3 bulan yang lalu oleh","Siswanto Siswanto","Rumah","Mijen, Semarang","2","1","1","120","36","1","300","0.3",""
"Dijual Rumah Baru Siap Huni di Mangunsari Gunungpati Semarang","https://www.rumah123.com/properti/semarang/hos15766779/","Diperbarui 4 hari yang lalu oleh","TiMo PRo","Rumah","Gunung Pati, Semarang","3","2","2","128","86","2","650","0.65",""
"Dijual Rumah Strategis Hanya 100 Meteran Dari Jalan Wahidin Raya Semarang","https://www.rumah123.com/properti/semarang/hos15766679/","Diperbarui 4 hari yang lalu oleh","TiMo PRo","Rumah","Candisari, Semarang","2","1","1","100","100","2","550","0.55",""
"Dijual rumah di Citragrand, cluster greenstone","https://www.rumah123.com/properti/semarang/hos15766153/","Diperbarui 3 bulan yang lalu oleh","SASA","Rumah","Tembalang, Semarang","3","2","2","90","120","5","1.5","1.5",""
"Rumah baru 2 lantai di perumahan Sinar Waluyo Fatmawati Pedurungan","https://www.rumah123.com/properti/semarang/hos15766091/","Diperbarui 3 bulan yang lalu oleh","Chairul Baslah","Rumah","Pedurungan, Semarang","3","2","","108","180","3","925","0.925",""
"Rumah SHM Furnished Cluster Pandanaran Hills Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos15765996/","Diperbarui 3 bulan yang lalu oleh","Edwin Chandra","Rumah","Tembalang, Semarang","4","2","1","120","100","5","1.4","1.4",""
"Rumah Taman Durian Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15765855/","Diperbarui 2 bulan yang lalu oleh","Anton subekti","Rumah","Banyumanik, Semarang","3","1","","114","110","4","1.1","1.1",""
"Rumah Baru Cluster The Miles Bsb Semarang Dekat Unika","https://www.rumah123.com/properti/semarang/hos15765848/","Diperbarui 3 bulan yang lalu oleh","Edwin Chandra","Rumah","Mijen, Semarang","2","1","2","120","58","4","1.25","1.25",""
"Rumah Murah Griya Lestari Ngaliyan, Semarang","https://www.rumah123.com/properti/semarang/hos15765671/","Diperbarui 3 bulan yang lalu oleh","Rikza Bashony","Rumah","Ngaliyan, Semarang","2","1","","126","80","2","675","0.675",""
"Rumah Murah 2 Lantai di Griya Lestari Ngaliyan, Semarang","https://www.rumah123.com/properti/semarang/hos15765629/","Diperbarui 3 bulan yang lalu oleh","Rikza Bashony","Rumah","Ngaliyan, Semarang","5","4","","76","152","1","500","0.5",""
"Rumah Bagus Karonsih Ngaliyan Dekat Kampus Uin , Semarang","https://www.rumah123.com/properti/semarang/hos15765618/","Diperbarui 3 bulan yang lalu oleh","Rikza Bashony","Rumah","Ngaliyan, Semarang","4","2","","199","150","3","975","0.975",""
"Rumah Luas Bonus Kost Banyumanik, Semarang","https://www.rumah123.com/properti/semarang/hos15765592/","Diperbarui 3 bulan yang lalu oleh","Rikza Bashony","Rumah","Banyumanik, Semarang","8","5","","232","400","9","2.5","2.5",""
"Rumah Baru 2lt Cluster The Miles Bsb Semarang Dkt Unika","https://www.rumah123.com/properti/semarang/hos15765546/","Diperbarui 3 bulan yang lalu oleh","Edwin Chandra","Rumah","Mijen, Semarang","2","1","2","120","66","5","1.45","1.45",""
"SHM, CEPAT HUNI DEKAT UNDIP AKPOL POLDA AREA TEMBALANG SEMARANG","https://www.rumah123.com/properti/semarang/hos15765406/","Diperbarui 1 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","","72","66","1","530","0.53",""
"SHM, CEPAT HUNI DEKAT UNDIP AKPOL POLDA AREA TEMBALANG SEMARANG","https://www.rumah123.com/properti/semarang/hos15765332/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","","135","100","5","1.47","1.47",""
"Dijual Rumah di Candi Prambanan semarang","https://www.rumah123.com/properti/semarang/hos15763485/","Diperbarui 3 bulan yang lalu oleh","Winny","Rumah","Semarang Barat, Semarang","5","2","","164","230","6","1.7","1.7",""
"Rumah Dekat Bandara Bagus","https://www.rumah123.com/properti/semarang/hos15762945/","Diperbarui 3 bulan yang lalu oleh","Lanny  lie","Rumah","Semarang Barat, Semarang","3","2","1","250","205","7","1.9","1.9",""
"Rumah Dalam Komplek Eksklusif Semarang Selatan Daerah Gombel, Luas Tanah 209m, 2 Lantai, Harga 3,3 Miliyar Nego","https://www.rumah123.com/properti/semarang/hos15762862/","Diperbarui 3 bulan yang lalu oleh","Purnawan Adi","Rumah","Semarang Selatan, Semarang","6","3","1","209","350","12","3.3","3.3",""
"Dijual Rumah ex Kost di Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15762603/","Diperbarui 3 bulan yang lalu oleh","Khristina Atmodjo","Rumah","Banyumanik, Semarang","8","5","1","232","400","9","2.5","2.5",""
"Rumah 2 Lantai Bagus Furnished di Bukit Indah Regency Semarang","https://www.rumah123.com/properti/semarang/hos15762366/","Diperbarui 3 bulan yang lalu oleh","Deddy","Rumah","Banyumanik, Semarang","4","3","2","379","265","13","3.75","3.75",""
"Rumah mewah tengah kota di Zebra raya pedurungan Semarang 2 Lt","https://www.rumah123.com/properti/semarang/hos15761385/","Diperbarui 3 bulan yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","3","2","1","72","72","2","643","0.643",""
"Cluster Mewah Citra Grand di Sambiroto Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos15761310/","Diperbarui 3 bulan yang lalu oleh","agus murtadho aden bagus","Rumah","Tembalang, Semarang","3","2","","72","92","5","1.48","1.48",""
"Rumah Semarang Barat Siap Huni","https://www.rumah123.com/properti/semarang/hos15761240/","Diperbarui 3 bulan yang lalu oleh","Lanny  lie","Rumah","Semarang Barat, Semarang","3","3","2","200","200","5","1.5","1.5",""
"Rumah Murah Klentengsari dekat UNDIP Transmart Akpol ADA Kodam","https://www.rumah123.com/properti/semarang/hos15761055/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","","135","100","5","1.47","1.47",""
"Citragrand Exclusive Full Furnish Siap Huni Mainroad Tembalang","https://www.rumah123.com/properti/semarang/hos15760299/","Diperbarui 2 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","6","4","2","184","141","11","3","3",""
"Rumah Strategis Dan Asri di Banyumanik K8026","https://www.rumah123.com/properti/semarang/hos15760966/","Diperbarui 2 bulan yang lalu oleh","Ray White Semarang Kota","Rumah","Banyumanik, Semarang","4","2","1","312","200","13","3.5","3.5",""
"RUMAH FAVORIT SEMARANG TIMUR Perumahan BPD Tlogomulyo Pedurungan","https://www.rumah123.com/properti/semarang/hos15760576/","Diperbarui 3 bulan yang lalu oleh","Rachman","Rumah","Pedurungan, Semarang","3","2","2","150","65","3","859","0.859",""
"RUMAH KOST CUAN Majapahit Pedurungan Semarang Timur","https://www.rumah123.com/properti/semarang/hos15760488/","Diperbarui 3 bulan yang lalu oleh","Rachman","Rumah","Pedurungan, Semarang","12","6","","242","180","4","1.3","1.3",""
"Rumah View Cantik Pudak Payung Banyumanik Cluster De Villa Garden","https://www.rumah123.com/properti/semarang/hos15760319/","Diperbarui 2 bulan yang lalu oleh","Setiawan 99","Rumah","Banyumanik, Semarang","3","2","2","66","72","1","530","0.53",""
"Kos Exclusive Dekat Undip Tembalang","https://www.rumah123.com/properti/semarang/hos15760235/","Diperbarui 2 bulan yang lalu oleh","Setiawan 99","Rumah","Tembalang, Semarang","12","12","3","200","127","7","1.97","1.97",""
"DIJUAL RUMAH DI KOMPLEK PERUMAHAN SEMARANG","https://www.rumah123.com/properti/semarang/hos15760268/","Diperbarui 2 bulan yang lalu oleh","Luna Ninik","Rumah","Semarang Barat, Semarang","3","1","1","120","90","3","900","0.9",""
"Dijual Rumah di Bukit Beringin Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos15759401/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Ngaliyan, Semarang","4","1","","220","150","3","900","0.9",""
"Rumah SHM Full Furnish Kroboan Sawojajar Semarang Barat","https://www.rumah123.com/properti/semarang/hos15757177/","Diperbarui 3 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Semarang Barat, Semarang","3","4","","298","262","13","3.5","3.5",""
"Rumah Mewah 300 di Gunungpati Kota Semarang","https://www.rumah123.com/properti/semarang/hos15757161/","Diperbarui 3 bulan yang lalu oleh","Siswanto Siswanto","Rumah","Gunung Pati, Semarang","2","1","","38","98","1","360","0.36",""
"Rumah Murah Dekat Tol Graha Estetika Undip Polda Akpol Tembalang","https://www.rumah123.com/properti/semarang/hos15757042/","Diperbarui 2 bulan yang lalu oleh","Nurlya Choirul Nissa","Rumah","Tembalang, Semarang","3","2","1","135","100","5","1.47","1.47",""
"RUMAH   ISTIMEWA","https://www.rumah123.com/properti/semarang/hos15756956/","Diperbarui 3 bulan yang lalu oleh","ARTHA CAROLINA RIYANTO","Rumah","Ngaliyan, Semarang","2","2","","129","110","3","1","1",""
"Dijual Rumah Impian Baru Dekat Politekes Gizi Semarang","https://www.rumah123.com/properti/semarang/hos15756693/","Diperbarui 3 bulan yang lalu oleh","Khusnul Mubarok","Rumah","Pedurungan, Semarang","2","1","1","90","53","1","500","0.5",""
"Dijual Cepat Rumah Di Daerah Cluster Griya Lestari Ngaliyan","https://www.rumah123.com/properti/semarang/hos15756229/","Diperbarui 3 bulan yang lalu oleh","Baginda Revian","Rumah","Ngaliyan, Semarang","2","1","1","176","80","2","675","0.675",""
"Rumah cluster dengan konsep Eropa modern, strategis dekat UNDIP","https://www.rumah123.com/properti/semarang/hos15756128/","Diperbarui 3 bulan yang lalu oleh","Ami PLG","Rumah","Tembalang, Semarang","2","1","2","68","30","1","475","0.475",""
"Cluster Mewah di Citra Grand Sambiroto Tembalang  Semarang","https://www.rumah123.com/properti/semarang/hos15755797/","Diperbarui 3 bulan yang lalu oleh","agus murtadho aden bagus","Rumah","Tembalang, Semarang","3","3","","162","221","11","3.11","3.11",""
"Rumah Mewah Di Citra Grand di Sambiroto Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos15755741/","Diperbarui 3 bulan yang lalu oleh","agus murtadho aden bagus","Rumah","Tembalang, Semarang","3","3","","162","221","15","4.2","4.2",""
"Rumah di Jl madukoro SHM Bagus","https://www.rumah123.com/properti/semarang/hos15755483/","Diperbarui 3 bulan yang lalu oleh","Lenny Akihito","Rumah","Semarang Barat, Semarang","2","1","1","96","80","4","1.2","1.2",""
"Rumah di Jl karangrejo SHM Bagus","https://www.rumah123.com/properti/semarang/hos15755438/","Diperbarui 3 bulan yang lalu oleh","Lenny Akihito","Rumah","Banyumanik, Semarang","3","3","1","235","200","8","2.3","2.3",""
"Dijual Rumah 2 Lantai di Waru Perumnas Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos15755180/","Diperbarui 4 hari yang lalu oleh","TiMo PRo","Rumah","Banyumanik, Semarang","4","1","1","84","120","2","800","0.8",""
"Rumah mewah dekat transmart di Mondosari mranggen demak SHM Baru","https://www.rumah123.com/properti/semarang/hos15755152/","Diperbarui 3 bulan yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","2","1","1","80","45","1","340","0.34",""
"DI JUAL RUMAH SIAP BANGUN  DEKAT KAMPUS UNDIP","https://www.rumah123.com/properti/semarang/hos15754909/","Diperbarui 3 bulan yang lalu oleh","Muhamad Rifki Mustofa","Rumah","Tembalang, Semarang","2","1","1","72","65","1","335","0.335",""
"Rumah Bagus Seperti Baru Dekat Rs Primaya Citragrand Semarang","https://www.rumah123.com/properti/semarang/hos15592355/","Diperbarui 1 bulan yang lalu oleh","Novy","Rumah","Tembalang, Semarang","3","4","1","148","160","13","3.5","3.5",""
"Rumah Nyaman Tengah Kota Dekat Jalan Pemuda Sepaton Semarang","https://www.rumah123.com/properti/semarang/hos15592356/","Diperbarui 1 bulan yang lalu oleh","Novy","Rumah","Semarang Tengah, Semarang","2","2","1","104","100","2","800","0.8",""
"Dijual Rumah di Karangtempel Semarang Timur","https://www.rumah123.com/properti/semarang/hos15753172/","Diperbarui 3 bulan yang lalu oleh","Else Susilowaty","Rumah","Semarang Tengah, Semarang","5","3","","175","150","6","1.8","1.8",""
"RUMAH HITUNG TANAH LOKASI STRATEGIS DI JALAN RAYA BANYUMANIK","https://www.rumah123.com/properti/semarang/hos15752832/","Diperbarui 3 bulan yang lalu oleh","DAUD SUWITO BRIGHTON","Rumah","Banyumanik, Semarang","4","3","","286","141","11","3.15","3.15",""
